OBJECTID,IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus,InjurySeverityCde,KABCO_Code,KABCO,Environmental_Factors,Human_Factors,Vehicular_Factors,CollisionYear,CityCrash
90,24558841,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,KY0351,2ND,,,,,37.83952308,-87.58844327,15.92,2019-01-24,1750,2,2,0,0,CLEAR,DRY,False,OPPOSITE DIRECTION - BOTH VEHICLES GOING STRAIGHT AHEAD,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43493.84796,False,61,Accepted,5,5,O,,FAILED TO KEEP PROPER LANE,,2019,1
91,24559026,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,KY0351,2ND,,,,,37.83944751,-87.5884213,15.826,2019-01-24,2110,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43493.89694,False,34,Accepted,5,5,O,,"DISREGARD TRAFFIC CONTROL, INATTENTION",,2019,1
92,24559233,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,500,GREEN,ST,N,,,,,,,37.84344272,-87.5854641,16.086,2019-01-27,1744,2,2,0,0,CLEAR,DRY,False,1 VEHICLE ENTERING OR LEAVING PARKED POSITION (NOT PARKING LOT),BACKING,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43493.95561,False,12,Accepted,5,5,O,,"FAILED TO YIELD RIGHT OF WAY, INATTENTION",,2019,1
97,24568874,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,BARRET,BLVD,,,,,,,,37.85988705,-87.56774936,0.35,2019-01-29,2228,2,2,0,1,SNOWING,SNOW/SLUSH,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,CURVE & GRADE,DARK-HWY LIGHTED/ON,,,43496.05622,False,62,Accepted,4,4,C,SLIPPERY SURFACE,TOO FAST FOR CONDITIONS,,2019,1
98,24568876,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,,US60,,E,,PEBBLE CREEK,,,,,37.86469605,-87.54919204,11.713,2019-01-29,2227,2,2,0,0,SNOWING,SNOW/SLUSH,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,43496.05627,False,66,Accepted,5,5,O,SLIPPERY SURFACE,,,2019,1
99,24568879,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,KY2099,,ADAMS,LN,,KY2084,KY2084,,,,,37.80459074,-87.57261918,0.001,2019-01-29,2305,2,2,0,0,SNOWING,SNOW/SLUSH,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43496.05635,False,66,Accepted,5,5,O,SLIPPERY SURFACE,INATTENTION,,2019,1
100,24569827,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,1100,BARRET,BLVD,,,,,,,,37.85964822,-87.56758893,0.329,2019-01-30,607,1,1,0,0,CLOUDY,SNOW/SLUSH,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAWN,,,43496.38507,False,67,Accepted,5,5,O,SLIPPERY SURFACE,TOO FAST FOR CONDITIONS,,2019,1
101,24569884,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,,,WALNUT,,WATSON,37.87922787,-87.56549472,17.701,2019-01-30,1119,2,2,0,0,CLOUDY,SNOW/SLUSH,True,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43496.39524,False,67,Accepted,5,5,O,,INATTENTION,,2019,1
102,24574047,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,117,2ND,ST,,,,,,,,37.84121758,-87.59252875,0.252,2019-01-27,319,2,2,0,0,CLOUDY,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43497.13039,False,62,Accepted,5,5,O,,"CELL PHONE, DRUG INVOLVEMENT, INATTENTION",,2019,1
103,24574053,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,,US0041,US41 E RAMP TO US41 S,US0041,US41 S EXIT81 OFF RAMP TO US60 W,37.85851751,-87.57471481,16.171,2019-01-29,2311,2,2,0,0,SNOWING,SNOW/SLUSH,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,CURVE & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,43497.13047,False,16,Accepted,5,5,O,SLIPPERY SURFACE,INATTENTION,,2019,1
105,24576133,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,400,DR MARTIN LUTHER KING JR,AVE,,US0041A,GREEN,,,,,37.83271235,-87.59421931,0.003,2019-02-01,804,1,1,0,0,"SLEET, HAIL, FREEZING RAIN",ICE,False,NON-COLLISION OBJECT COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,43497.53353,False,11,Accepted,5,5,O,SLIPPERY SURFACE,,,2019,1
106,24576134,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,ZION,RD,,,LARUE,,,,,37.82855532,-87.55852725,,2019-02-01,745,2,2,0,1,CLOUDY,ICE,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43497.53356,False,23,Accepted,4,4,C,SLIPPERY SURFACE,TOO FAST FOR CONDITIONS,,2019,1
108,24578046,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,DRURY,LN,,US0041A,GREEN,,,,,37.81407695,-87.61798984,,2019-02-01,1600,2,2,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43497.89455,False,46,Accepted,5,5,O,,INATTENTION,,2019,1
110,24580916,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,600,DR MARTIN LUTHER KING JR,AVE,,,ADAMS,,,,,37.8309988,-87.59143119,0.197,2019-01-31,1617,2,2,0,0,CLOUDY,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43498.93641,False,61,Accepted,5,5,O,,FAILED TO YIELD RIGHT OF WAY,,2019,1
111,24580917,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,WATSON,,,,,37.87543335,-87.56753457,17.425,2019-02-01,1539,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43498.93647,False,24,Accepted,5,5,O,,"DISREGARD TRAFFIC CONTROL, INATTENTION",,2019,1
112,24580918,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,,,,,,,37.84956092,-87.58190895,16.682,2019-02-01,2051,2,2,0,0,CLEAR,DRY,True,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43498.93654,False,50,Accepted,5,5,O,,INATTENTION,,2019,1
113,24581272,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,,,,,,37.84962601,-87.56718415,15.434,2019-02-01,536,1,1,0,0,"SLEET, HAIL, FREEZING RAIN",ICE,False,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,43499.01264,False,62,Accepted,5,5,O,SLIPPERY SURFACE,,,2019,1
114,24582537,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,KY0351,,2ND,ST,,,,,ALVES,,ALVASIA,37.83743767,-87.58341926,0.303,2019-02-01,1025,2,2,0,0,CLOUDY,WET,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43499.53068,False,36,Accepted,5,5,O,,INATTENTION,,2019,1
115,24583898,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,KY0351,,ZION,RD,,,,,,,,37.82845223,-87.55822895,1.804,2019-02-02,1923,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43499.84357,False,50,Accepted,5,5,O,,OTHER,,2019,1
116,24583899,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,400,GREEN,ST,S,,DR MARTIN LUTHER KING JR,,,,,37.8327464,-87.59426792,15.337,2019-01-31,1652,2,2,0,0,CLEAR,DRY,False,COLLISION WITH PARKED VEHICLE,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,43499.8436,False,61,Accepted,5,5,O,,LOST CONSCIOUSNESS/FAINTED,,2019,1
117,24587603,0510000,HENDERSON COUNTY SHERIFF DEPT.,Accepted,HENDERSON,US0041,,US41,,,,,KY2099,ADAMS,AU9005,US41 N RAMP TO AU9005 E,37.80558844,-87.56387524,12.231,2019-02-01,919,2,2,0,0,CLOUDY,ICE,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,CURVE & LEVEL,DAYLIGHT,,,43500.54012,False,142,Accepted,5,5,O,SLIPPERY SURFACE,FOLLOWING TOO CLOSE,,2019,1
121,24589373,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,184,MELWOOD,PL,,,,,,,,37.82861415,-87.56584639,0.333,2019-02-03,2125,2,2,0,0,CLEAR,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,43500.73807,False,64,Accepted,5,5,O,,INATTENTION,,2019,1
122,24590621,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,,,,,,37.87199836,-87.56965452,17.154,2019-02-02,541,2,2,0,0,CLEAR,ICE,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,43501.20306,False,17,Accepted,5,5,O,SLIPPERY SURFACE,INATTENTION,,2019,1
127,24593225,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,,10TH,,,,,37.84953613,-87.58197328,16.711,2019-02-04,1205,2,2,0,0,RAINING,WET,False,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,43501.55792,False,65,Accepted,5,5,O,,INATTENTION,,2019,1
128,24593228,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,FRONTIER,DR,,,,,TIPPECANOE,,WILDERNESS,37.86819218,-87.55345303,0.304,2019-02-01,801,2,2,0,0,CLEAR,ICE,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),REAR END,STRAIGHT & HILLCREST,DAYLIGHT,,,43501.55803,False,29,Accepted,5,5,O,SLIPPERY SURFACE,OTHER,,2019,1
129,24594491,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,,,,,,37.85892479,-87.57513209,16.194,2019-02-04,1913,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,43501.66661,False,46,Accepted,5,5,O,,INATTENTION,,2019,1
131,24597078,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,WATSON,LN,,,GREEN RIVER,,,,,37.86862356,-87.55756311,0.308,2019-01-30,734,1,1,0,0,CLEAR,ICE,False,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,43502.35944,False,26,Accepted,5,5,O,SLIPPERY SURFACE,,,2019,1
135,24600140,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,1700,GREEN,ST,S,,,,,,,37.8148554,-87.61673836,13.524,2019-02-05,1721,2,2,0,0,CLOUDY,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43502.66061,False,46,Accepted,5,5,O,,INATTENTION,,2019,1
136,24600145,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,2500,US41,,N,,,,,,,37.87000084,-87.57094113,17.003,2019-02-04,1431,2,2,0,0,CLOUDY,WET,True,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,43502.66068,False,57,Accepted,5,5,O,,"FAILED TO KEEP PROPER LANE, NOT UNDER PROPER CONTROL, TURNING IMPROPERLY",,2019,1
137,24601444,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,129,2ND,ST,,,,,,,,37.84106926,-87.59234593,0.239,2019-01-27,2158,2,2,0,0,CLEAR,DRY,True,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43502.99087,False,66,Accepted,5,5,O,,,,2019,1
138,24605833,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,2100,US60,,E,,BARRET,,,,,37.85990908,-87.56758307,10.593,2019-02-07,1403,2,2,0,0,RAINING,WET,False,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,43503.7902,False,24,Accepted,5,5,O,,INATTENTION,MIRRORS,2019,1
139,24608141,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,KY2084,,KY2084,,S,,,KY2099,ADAMS,,CRESLINE,37.80998371,-87.57214765,1.42,2019-02-07,1317,2,2,0,0,RAINING,WET,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43504.44413,False,65,Accepted,5,5,O,,INATTENTION,,2019,1
140,24608143,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,,,,7TH,,8TH,37.84601151,-87.58424234,16.433,2019-02-07,733,3,3,0,0,RAINING,WET,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43504.44416,False,38,Accepted,5,5,O,,FOLLOWING TOO CLOSE,,2019,1
141,24609618,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,HARMONY,,,,,37.86924131,-87.57120615,16.944,2019-02-05,1031,2,2,0,0,RAINING,WET,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43504.66146,False,29,Accepted,5,5,O,,INATTENTION,,2019,1
142,24609619,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,,US0041,US41 S EXIT81 OFF RAMP TO US60 W,US0041,US41 E RAMP TO US41 S,37.85907298,-87.57514705,16.214,2019-02-04,825,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,CURVE & LEVEL,DAYLIGHT,,,43504.66152,True,29,Accepted,5,5,O,,INATTENTION,,2019,1
143,24610812,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,100,MAIN,ST,N,,,,1ST,,2ND,37.84010608,-87.59195901,0.054,2019-02-07,1450,2,2,0,0,RAINING,WET,False,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,43504.97102,False,34,Accepted,5,5,O,VIEW OBSTRUCTED/LIMITED DUE TO RDWY,OTHER,,2019,1
144,24612309,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,2650,US41,,N,,,,,,,37.8637443,-87.57428374,16.533,2019-02-08,1443,2,2,0,1,CLOUDY,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & GRADE,DAYLIGHT,,,43505.70725,False,24,Accepted,4,4,C,,"INATTENTION, MISJUDGE CLEARANCE",,2019,1
145,24612310,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,2225,US41,,N,,,,,,,37.87265039,-87.5693622,17.202,2019-02-08,1839,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43505.70727,False,24,Accepted,5,5,O,,"INATTENTION, MISJUDGE CLEARANCE",,2019,1
146,24612312,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,MEADOWLARK,LN,,,HONEYLARK,,,,,37.87109358,-87.5560987,0.058,2019-02-08,1646,2,2,0,0,CLOUDY,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DUSK,,,43505.70731,False,24,Accepted,5,5,O,,INATTENTION,,2019,1
147,24614295,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,,US60,,E,,,US0041,US41,US0041,US41,37.85728234,-87.57327364,10.285,2019-02-10,643,1,1,0,1,"SLEET, HAIL, FREEZING RAIN",ICE,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,43506.4467,False,65,Accepted,4,4,C,SLIPPERY SURFACE,TOO FAST FOR CONDITIONS,,2019,1
148,24614762,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US 60,HWY,E,,,,,,,37.85734206,-87.57163383,0.176,2019-02-10,816,1,1,0,0,"SLEET, HAIL, FREEZING RAIN",SNOW/SLUSH,False,COLLISION WITH FIXED OBJECT NOT IN GORE ,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,US0041,US0041,43506.5983,False,67,Accepted,5,5,O,SLIPPERY SURFACE,TOO FAST FOR CONDITIONS,,2019,1
149,24615217,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,1221,HELM,ST,,,,,,,,37.82733219,-87.58044436,0.213,2019-02-09,1625,2,2,0,0,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43506.7455,False,64,Accepted,5,5,O,,INATTENTION,,2019,1
150,24615219,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,,5TH,,,,,37.84351558,-87.58588482,16.235,2019-02-08,1519,2,2,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43506.74557,False,37,Accepted,5,5,O,,"INATTENTION, NOT UNDER PROPER CONTROL",BRAKES DEFECTIVE,2019,1
151,24615223,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,,US60,,E,,MARYWOOD,,,,,37.86104857,-87.564737,10.788,2019-02-09,1759,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,43506.74563,False,24,Accepted,5,5,O,,"FAILED TO YIELD RIGHT OF WAY, INATTENTION",,2019,1
152,24615231,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,313,3RD,ST,,,,,,,,37.84118409,-87.58877828,0.222,2019-02-08,1727,2,2,0,0,CLEAR,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43506.74892,False,37,Accepted,5,5,O,,"IMPROPER BACKING, MISJUDGE CLEARANCE",,2019,1
153,24615233,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,2011,US60,,E,,,,MANOR,,BARRET,37.86041296,-87.5665961,10.676,2019-02-06,1630,2,2,0,0,RAINING,WET,False,OTHER ROADWAY OR MID-BLOCK COLLISION,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,43506.74895,False,34,Accepted,5,5,O,BACKUP DUE TO REGULAR CONGESTION,OTHER,,2019,1
155,24618330,0510000,HENDERSON COUNTY SHERIFF DEPT.,Accepted,HENDERSON,AU9005,,,,,,,,,,,37.81090995,-87.56289596,0.239,2019-02-01,700,3,3,0,0,CLOUDY,ICE,False,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,REAR END,CURVE & GRADE,DAYLIGHT,AU9005,US0041,43507.49423,False,138,Accepted,5,5,O,SLIPPERY SURFACE,"MISJUDGE CLEARANCE, TOO FAST FOR CONDITIONS",,2019,1
157,24622504,KSP1600,"KY STATE POLICE, POST 16",Accepted,HENDERSON,,,SUNSET,LN,,,,,,,,37.87406846,-87.57437474,0.43,2019-02-08,1448,2,2,0,0,CLEAR,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,43508.45413,False,457,Accepted,5,5,O,,INATTENTION,,2019,1
158,24623037,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,COMMUNITY,DR,,,,,,,,37.80503528,-87.64168048,0.249,2019-02-11,630,2,2,0,0,RAINING,WET,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAWN,,,43508.53368,False,60,Accepted,5,5,O,OTHER,INATTENTION,,2019,1
159,24623832,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,ELM,ST,N,,BARKER,,,,,37.87248196,-87.57073903,2.662,2019-02-08,1224,2,2,0,0,CLEAR,DRY,True,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43508.62492,False,38,Accepted,5,5,O,,"FAILED TO YIELD RIGHT OF WAY, INATTENTION",,2019,1
161,24625194,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,GREEN RIVER,RD,,,SINCLAIR,,,,,37.86693232,-87.56081684,0.503,2019-02-11,2126,2,2,0,0,RAINING,WET,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43508.98104,False,66,Accepted,5,5,O,,INATTENTION,,2019,1
162,24630321,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,10,ELM,ST,S,,WASHINGTON,,,,,37.83719948,-87.59217341,1.218,2019-02-13,1500,2,2,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43509.96893,False,34,Accepted,5,5,O,GLARE (SUN),,,2019,1
163,24630322,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,706,GREEN,ST,N,,,,,,,37.84622432,-87.58408019,16.45,2019-02-02,1643,2,2,0,2,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43509.96897,False,37,Accepted,4,4,C,,"INATTENTION, MISJUDGE CLEARANCE",,2019,1
164,24630551,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,S,,DR MARTIN LUTHER KING JR,,,,,37.83274718,-87.59426376,15.337,2019-02-13,127,2,2,0,1,CLEAR,DRY,True,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43510.03021,False,42,Accepted,5,2,A,,"DISREGARD TRAFFIC CONTROL, DRUG INVOLVEMENT, TURNING IMPROPERLY",,2019,1
165,24631969,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,,,,5TH,,6TH,37.84453909,-87.58516254,16.317,2019-02-09,630,1,1,0,1,CLEAR,DRY,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,43510.42524,False,22,Accepted,5,3,B,,FELL ASLEEP,,2019,1
166,24631971,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,,US60,,E,,MARYWOOD,,,,,37.86102478,-87.56475776,10.789,2019-02-10,1228,2,2,0,1,RAINING,WET,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43510.42527,False,22,Accepted,5,4,C,SLIPPERY SURFACE,"FOLLOWING TOO CLOSE, NOT UNDER PROPER CONTROL",,2019,1
171,24632682,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,1439,CLAY,ST,,,,,,,,37.82511268,-87.5785406,0.067,2019-02-13,740,2,2,0,0,CLEAR,DRY,True,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43510.54473,False,22,Accepted,5,5,O,,,,2019,1
172,24632684,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,WASHINGTON,ST,,,,US0041A,GREEN,,INGRAM,37.83570429,-87.58979568,1.141,2019-02-11,910,2,2,0,1,RAINING,WET,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43510.5449,False,22,Accepted,5,4,C,SLIPPERY SURFACE,FAILED TO YIELD RIGHT OF WAY,,2019,1
173,24634673,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,712,DR MARTIN LUTHER KING JR,AVE,,,,,ALVES,,ALVASIA,37.83026208,-87.59040445,0.273,2019-02-11,1910,2,2,0,0,RAINING,WET,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),HEAD ON,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,43510.738,False,34,Accepted,5,5,O,,"DISTRACTION, INATTENTION",,2019,1
177,24637474,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,WATSON,,,,,37.87556376,-87.56771351,17.424,2019-02-12,1212,2,2,0,1,CLOUDY,WET,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43511.45693,False,38,Accepted,5,3,B,,INATTENTION,,2019,1
